@relation camel-0-train3

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data
1,1,1,0,8,0,641,0,3,5.04,8,165,149.66,19,-1
3,12,19,3.2851,1106,3,111.95,0,9,7.84,15.11,619,453.86,627,-1
1,2,2,0.996316,20,8,331.5,1,7,8.54,36.5,620,454.86,211,-1
1,2,2,0.996316,20,8,333.5,1,6,35.9,34.5,623,457.74,213,-1
1,1,1,0,27,11,753,1,8,9.8,52,691,521,338,-1
1,1,1,0,5,0,186,0,2,20.68,6,168,152.32,68,-1
1,1,1,0,5,0,186,0,2,66.03,5,169,153.32,69,-1
1,2,2,1,2,2,131.5,0,3,0.15,8.5,170,154.31,4,-1
1,1,7,2.49077,131,10,228.14,0,9,9.66,12.57,624,457.91,214,-1
1,1,14,3.75912,172,3,235.29,0,10,24.77,10.43,625,458.76,215,1
1,3,3,1.34722,9,9,214.67,0,6,29.66,16.67,695,524.15,340,-1
1,2,4,1.72711,24,25,684.25,0,10,0.47,36.75,696,525.13,341,-1
1,6,13,3.17001,657,166,162.54,0,9,23.53,11.62,697,526.06,342,1
1,2,3,1.28607,47,26,80.67,0,1,0.05,0.33,698,527,343,1
1,1,1,0,8,2,121,0,1,3.71,2,628,458.08,217,1
1,1,1,0,2,2,74,0,3,49.21,5,171,153.46,70,-1
1,1,1,0,4,0,249,0,5,50.38,19,172,154.46,71,-1
1,1,1,0,3,1,150,0,2,1.08,2,636,463.95,219,-1
1,1,1,0,2,2,40,0,1,0.21,1,704,525.02,350,-1
2,4,9,2.49981,266,154,175.56,0,8,4.31,13.89,705,524.12,697,1
1,1,1,0,1,1,121,0,6,34.71,13,707,524.99,353,-1
1,3,4,1.82013,237,0,0,0,0,0,0,710,527.75,354,-1
1,1,1,0,1,2,191,1,6,0.76,9,641,464.18,403,-1
1,2,2,0.989093,44,13,83,1,3,171.43,3.5,54,39.82,20,-1
1,8,15,3.56901,1264,0,0,0,0,0,0,8,7.51,4,1
1,1,1,0,1,3,122,1,4,0.08,4,55,40.81,21,-1
1,2,2,0.811278,6,2,85.5,0,1,0.36,0.5,11,10.5,7,-1
1,1,1,0,1,2,191,1,6,1.64,9,642,464.33,404,-1
1,1,1,0,1,1,245,0,7,34.95,36,712,527.79,355,-1
1,2,4,1.62155,62,8,85.75,0,6,83.76,6.75,716,531.68,350,-1
2,3,7,1.8741,177,88,204.86,0,8,0.81,10.29,15,14.46,11,1
1,1,1,0,5,0,1512,0,8,0.42,243,16,15.46,0,-1
2,3,7,1.87782,178,88,202.57,0,8,17.44,10.14,17,16.46,13,1
1,1,1,0,1,1,184,0,1,0.07,3,20,19.46,14,-1
1,1,1,0,0,3,39,0,1,0.63,1,21,20.43,15,-1
1,1,1,0,0,3,39,0,1,0.58,1,22,21.43,16,-1
1,4,5,1.77463,40,25,71,0,1,1.49,0.8,23,22.42,17,-1
1,1,1,0,3,1,356,0,5,4.95,16,717,530.63,359,-1
1,2,2,0.918296,5,1,243,0,5,28.17,20.5,644,464.11,221,-1
2,3,8,2.11261,403,118,113.5,0,8,39.61,9.63,646,466.09,630,1
0,0,0,0,0,0,0,0,0,0,0,648,468.08,0,-1
3,11,15,2.63545,498,141,131.73,0,8,13.48,13.07,718,531.33,716,1
1,1,1,0,2,2,183,0,1,0.81,5,719,532.31,361,1
1,1,1,0,2,2,184,0,1,0.81,5,720,533.3,362,-1
1,1,2,0.721928,30,0,69.5,0,6,21.21,11,649,468.53,408,-1
1,1,2,0.938932,39,6,93,0,1,0.18,0.5,724,536.08,354,-1
1,1,1,0,1,0,129,0,2,0.32,5,25,24.28,2,-1
1,4,6,2.20368,57,59,117.33,1,9,42.66,8.17,659,477.55,416,1
0,0,0,0,0,0,0,0,0,0,0,660,478.54,0,-1
1,1,3,1.13311,109,18,113,1,4,1.07,2,662,480.53,418,1
1,1,1,0,9,10,61,0,5,0.01,16,728,538.34,365,-1
2,3,3,1.16256,106,32,67.67,1,4,247.8,2.33,57,42.32,57,-1
2,3,3,1.53049,3,6,136,0,6,34.42,26,187,164.42,176,-1
1,3,5,1.94478,80,70,203.2,0,8,45.76,19.4,188,165.41,101,-1
2,3,4,0.790663,97,5,89.75,1,6,86.51,9.25,731,540.31,725,-1
3,3,3,1.19889,11,19,674,0,9,20.69,98.67,667,483.47,676,-1
1,1,1,0,10,3,107,0,4,0.04,7,734,543.25,362,-1
1,1,1,0,3,8,191,0,3,18.55,6,737,546.19,365,-1
1,3,5,1.16815,97,0,50,0,5,26.53,4,58,43.22,35,-1
1,1,3,1.57946,81,82,68,0,3,0.7,2.67,189,166.13,102,-1
1,2,2,0.982984,137,0,0,0,0,0,0,190,167.07,103,-1
1,1,1,0,7,0,82,0,5,7.37,9,740,548.66,366,-1
2,7,8,1.89444,152,14,321.5,0,9,47.28,26.13,669,484.61,649,1
1,1,1,0,1,0,22,0,3,122.41,3,671,486.61,425,-1
1,1,1,0,1,0,22,0,3,122.42,3,672,487.6,426,-1
1,1,1,0,1,1,161,0,5,0.13,12,673,488.48,228,-1
1,2,5,1.27562,128,15,160.8,0,7,92.47,10.4,744,551.62,369,-1
2,9,15,3.46243,418,11,141.2,0,9,0.33,16.4,680,494.45,467,-1
1,2,1,0,4,3,98,0,1,0.72,1,747,553.83,372,-1
1,4,4,1.43459,240,64,179,0,6,47.94,14.5,750,556.32,375,1
1,1,1,0,2,0,192,0,4,0.54,9,751,556.73,376,-1
2,19,29,4.48443,123,90,190.83,0,9,86.2,9.9,1174,543.94,1088,-1
1,1,1,0,59,0,0,0,0,0,0,1175,544.91,601,-1
2,5,8,2.40471,42,33,171.75,0,6,27.59,9.75,753,555.24,747,-1
1,1,1,0,0,9,525,0,5,0.01,59,754,556.23,379,-1
0,0,0,0,0,0,0,0,0,0,0,687,497.25,0,-1
1,1,1,0,16,2,284,0,5,4.08,19,755,557.17,380,-1
1,1,1,0,1,1,212,0,3,59.29,11,690,500.02,440,-1
1,5,9,2.69177,174,25,141.89,0,7,47.15,5.11,756,557.96,381,1
1,1,1,0,1,1,143,0,5,0.08,12,757,558.86,382,-1
1,1,3,1.21506,33,11,214,1,6,10.82,18,758,559.14,370,1
0,0,0,0,0,0,0,0,0,0,0,760,561.12,0,-1
1,1,3,1.21506,33,11,211.33,1,5,76.67,15,761,562.12,372,1
2,7,11,2.73333,279,125,147.36,0,8,23.45,9,695,504.19,678,1
1,1,1,0,0,3,114,1,5,0.02,29,763,563.94,374,-1
1,1,1,0,2,1,111,1,5,0.07,31,766,566.77,377,1
1,1,1,0,7,1,112,0,2,1.31,2,767,567.69,378,-1
1,1,1,0,24,2,73,0,4,64.06,8,701,509.28,448,1
1,3,4,1.9797,124,2,18.5,0,3,61.48,1.75,703,511.25,450,-1
2,10,10,2.87558,187,53,140.3,0,7,38.39,9.6,768,567.97,762,1
1,1,1,0,5,4,88,0,1,85.82,1,777,575.58,387,-1
1,1,3,1.31086,20,5,226.67,0,5,0.93,7.33,778,576.48,388,-1
1,1,2,0.960119,45,2,119,0,5,64.13,6.5,780,578.45,388,1
1,12,16,3.08532,379,117,59,0,4,75.08,0.94,1178,543.42,489,-1
2,4,6,1.80761,148,2,30.83,1,7,73.91,2.67,783,581.07,781,-1
1,3,3,1.42594,113,2,28,0,5,25.5,3.67,706,512.25,451,-1
2,2,2,1,2,2,50.5,0,5,0.47,4,784,581.5,783,-1
1,2,6,1.87156,57,17,60.17,0,1,0.01,0.17,787,584.37,41,-1
1,5,10,2.70648,109,93,152.3,0,6,73.15,7,710,515.96,455,-1
1,1,1,0,1,1,60,0,2,149.87,5,789,583.93,394,-1
1,1,1,0,5,3,72,0,1,3.26,1,713,516.1,239,-1
2,2,2,1,2,2,33.5,0,2,270.16,1,793,586.87,794,-1
1,5,6,2.12289,81,16,52.83,0,3,89.28,3.17,794,587.86,42,-1
1,1,1,0,2,1,72,0,2,190.86,11,795,588.86,43,-1
1,3,3,1.28478,21,8,281.33,0,9,30.61,24.67,714,516.85,457,-1
1,1,1,0,1,1,82,0,1,3.02,2,798,591.66,46,-1
1,1,1,0,14,0,376,0,8,0.17,46,715,517.67,458,-1
1,1,1,0,0,10,301,0,6,14.03,21,800,593.4,398,-1
2,5,6,1.76981,112,7,155.33,0,6,20.04,5,801,594.4,798,-1
1,2,2,0.756834,51,4,140,1,6,8.29,8.5,59,43.01,36,-1
1,1,1,0,2,2,105,0,4,95.88,8,718,520.11,461,-1
1,6,8,2.03713,140,10,137.38,1,5,33.28,9.88,719,520.99,462,-1
1,4,5,2.25656,11,4,126.8,1,4,40.9,7,720,521.82,463,1
1,6,10,3.11133,34,13,187.6,1,7,10.1,10.9,721,522.81,464,1
1,2,48,5.43304,372,488,84.92,0,6,37.32,1.5,804,596.52,400,-1
1,7,13,3.27761,878,0,0,0,0,0,0,805,597.41,47,-1
2,3,4,0.549303,99,4,217.25,0,8,23.96,21.75,806,598.35,54,-1
1,1,1,0,12,12,421,0,6,0.58,41,28,26.14,20,-1
1,1,1,0,21,13,57,0,1,588.49,1,203,131.65,32,-1
1,1,1,0,11,3,378,0,5,6.65,24,722,522.81,240,1
1,1,3,0.895687,17,46,88.33,0,2,3.76,4,1181,542.34,492,-1
2,2,2,0.991076,0,9,1088.5,0,9,0.84,137,809,600.26,50,-1
2,7,7,2.30421,27,169,124.14,0,7,86.96,11.71,810,601.11,804,-1
1,1,1,0,3,0,183,0,4,91.31,12,811,602.11,403,-1
2,6,9,2.82233,14,34,348.11,0,10,137.28,16.44,812,603.05,807,-1
1,1,1,0,1,1,386,0,5,0.92,25,725,524.82,243,-1
2,7,7,2.30421,169,27,103.86,0,7,0.5,10.71,726,525.79,709,1
1,3,5,1.31556,85,8,95.2,1,1,17.15,1,29,27.05,21,1
3,4,4,1.67674,11,0,599,0,10,10.17,77.75,815,605.14,457,-1
1,2,2,0.918296,2,4,53,0,4,43.68,6.5,729,528.72,246,-1
2,3,3,1.37359,148,0,152,0,5,4.21,4.67,816,606.03,413,-1
2,4,4,1.75228,128,4,81.75,0,7,7.19,14.25,817,606.99,415,-1
1,7,22,4.00822,1128,0,0,0,0,0,0,818,607.8,408,1
1,2,2,0.831474,48,9,114,1,3,162.81,4,28,16.51,14,1
1,3,5,1.31556,85,8,95.2,1,2,17.83,1.2,30,27.99,22,-1
1,2,2,0.517136,93,2,37.5,1,3,0.05,3.5,824,612.84,413,-1
1,1,1,0,4,11,157,0,1,4.03,2,732,529.22,59,-1
1,1,1,0,1,2,321,0,8,0.02,62,831,617.01,412,-1
1,3,14,3.06017,205,98,141.43,0,2,4.54,0.71,833,617.77,414,1
1,1,2,0.439497,28,16,66.5,0,1,5.31,0.5,837,621.51,416,-1
1,1,1,0,1,5,80,0,2,33.3,2,838,622.51,417,-1
1,1,1,0,16,11,148,0,3,1.59,11,32,29.7,24,1
1,1,1,0,6,3,95,1,4,121.65,7,839,622.57,418,-1
1,2,4,1.83789,168,24,95.75,0,3,141.66,1.75,204,131.05,121,-1
1,2,2,1,28,0,45.5,0,1,0,0.5,206,133.03,123,-1
1,7,11,2.71695,517,0,8.82,0,6,0.66,2.36,195,163.74,5,-1
1,2,2,0.968165,20,23,59.5,0,1,0.23,1,207,133.97,124,1
1,2,3,1.33827,11,4,38.33,0,1,0.76,0.33,196,164.46,6,-1
1,1,1,0,41,0,0,0,0,0,0,201,169.34,10,-1
1,2,2,1,2,2,106.5,0,5,2.05,9,850,630.67,424,1
1,1,1,0,6,0,225,0,2,97.32,6,202,170.05,11,-1
1,1,1,0,2,2,33,0,1,1.07,2,203,171.03,12,-1
1,1,1,0,1,1,52,0,1,1.09,2,204,172.03,13,-1
2,6,8,2.27169,143,140,174,0,6,2.47,4.25,854,634.36,856,1
1,2,11,2.91758,82,81,175.55,0,5,2.41,3.27,855,634.65,427,1
1,2,3,0.62625,58,29,351,1,7,22.97,28.67,857,636.57,429,-1
1,2,3,0.840338,43,14,353,1,6,116.94,26.67,859,638.56,431,-1
2,4,17,3.59001,128,108,95.71,0,6,3.42,4.06,861,640.5,442,1
1,1,1,0,2,0,123,0,7,45.28,19,862,641.46,432,-1
1,7,7,2.51966,257,0,120.71,0,6,14.77,4.86,206,173.59,79,-1
1,1,1,0,5,6,65,0,1,0.02,2,210,177.58,81,-1
1,5,7,2.42534,26,22,107.57,0,6,4.13,6.14,212,179.54,111,-1
1,2,3,1.05298,18,12,174.33,0,8,13.1,19.33,735,523.76,247,-1
1,1,1,0,1,9,308,0,8,25.33,70,738,526.73,250,-1
1,1,1,0,1,1,177,0,5,59.05,17,740,528.67,472,-1
2,3,5,2.23086,182,85,17,0,2,10.74,0.4,214,180.31,195,-1
1,2,4,1.97095,15,5,45.5,0,1,0.03,0.25,215,181.3,114,-1
1,7,9,1.50271,131,121,79.22,0,7,122.34,6.67,866,639.9,433,-1
1,2,2,0.391244,31,8,112.5,1,5,70.7,9,868,641.89,436,-1
1,2,2,0.391244,31,8,119.5,1,5,70.7,8,869,642.88,437,-1
1,5,64,5.13723,248,135,113.75,0,8,25.68,2.83,870,643.88,438,1
1,3,3,1.41087,26,7,107,1,7,144.47,10.33,873,646.83,435,-1
1,3,5,1.66704,102,11,70.8,1,2,16.78,1.2,36,33.03,28,1
1,3,5,1.66704,102,11,70.8,1,2,16.6,1.2,37,34.03,29,1
1,2,42,5.25939,129,128,85.19,0,2,10.19,1.36,746,531.68,477,1
1,1,1,0,12,13,470,0,6,88.84,24,875,647.74,437,-1
1,2,3,1.37095,5,5,138,0,8,11.47,12.67,217,182.52,83,-1
1,1,1,0,150,0,0,0,0,0,0,218,183.45,84,-1
1,4,7,2.22146,50,16,74,0,3,9.89,0.71,748,532.42,61,1
2,2,3,1.55666,8,6,123.67,0,5,5.4,10,878,649.22,879,-1
1,1,1,0,2,2,95,0,2,2.06,4,880,651.08,441,-1
1,1,1,0,100,0,0,0,0,0,0,221,186.01,86,-1
1,1,6,2.12869,175,101,89.83,0,3,2.71,3.17,881,651.18,442,-1
1,1,2,0.200622,63,1,31,0,2,1.12,4.5,884,653.9,441,-1
1,1,1,0,4,0,76,0,3,139.08,5,222,186.66,87,-1
2,6,34,4.0376,212,127,135.53,0,8,3.25,4.15,886,655.56,888,-1
1,1,1,0,19,17,96,1,3,318.98,5,887,655.75,443,1
1,3,3,1.48336,9,3,327.33,1,6,64.47,14.67,209,133.06,102,-1
1,1,1,0,6,0,163,0,6,78.5,39,750,530.4,480,-1
1,1,1,0,1,1,44,0,2,1.56,3,891,656.91,446,-1
1,1,1,0,1,7,176,0,7,0.39,42,211,134.89,126,-1
2,3,3,1.58496,3,3,167.33,0,7,149.98,5,212,135.89,231,-1
1,2,2,0.94566,5,6,51.5,0,1,195.25,1.5,213,136.85,128,-1
1,3,3,0.488659,40,21,255.33,0,6,22.14,22.33,66,48.04,27,-1
1,1,1,0,1,1,117,0,1,63.57,3,752,531.34,482,-1
1,1,1,0,2,2,68,0,1,0.02,1,40,36.5,32,-1
1,4,18,3.02422,414,41,75.17,0,7,119.35,3.44,754,533.01,483,1
1,1,1,0,95,0,0,0,0,0,0,895,659.3,450,-1
1,1,1,0,97,0,0,0,0,0,0,223,185.94,88,-1
1,1,1,0,0,7,97,0,1,0,1,224,186.94,89,-1
1,1,1,0,1,1,1574,0,9,19.51,236,214,137.52,33,-1
2,25,38,4.36799,192,132,181.76,0,10,61.64,7.79,899,661.89,903,1
3,4,5,2.08814,120,31,143.4,0,8,3.54,15,901,663.83,920,-1
1,3,3,1.0779,170,0,29.33,0,6,13.08,4.33,225,187.51,117,-1
1,4,6,2.10171,178,16,47,0,5,59.24,4.33,902,664.76,454,1
1,2,4,1.26166,70,10,140.75,1,8,6.06,5.25,226,188.46,118,-1
1,1,1,0,2,1,1575,0,9,0.02,238,216,139.35,35,-1
1,1,1,0,2,2,207,0,7,0.26,34,229,191.4,121,-1
1,3,3,1.37878,1,6,223,0,4,100.49,6,217,140.24,129,-1
1,4,18,3.02422,414,41,75.67,0,6,122.88,3,760,536.89,488,1
1,3,4,1.53043,31,31,119.25,0,2,0,0.75,761,537.89,489,-1
1,2,5,2.01232,85,50,98.6,0,6,173.69,6,907,668.68,458,1
1,4,5,1.82212,198,3,78.6,0,4,19.05,6.2,908,669.63,459,-1
1,2,2,0.294615,36,41,118.5,0,2,0.48,1.5,230,192.08,92,-1
1,2,3,1.18801,92,99,138.67,0,2,28.93,2.67,912,673.42,463,-1
1,13,13,3.60663,31,31,58.08,0,3,146.46,2.92,233,195.06,15,-1
1,2,2,0.985228,1,6,125.5,0,3,98.95,4.5,762,538.59,490,-1
2,2,2,0.543564,7,1,67,0,7,79.81,10.5,763,539.59,745,-1
1,2,3,1.18801,92,99,139,0,2,29.11,2.67,42,38.25,34,-1
1,3,5,1.93368,16,28,187.6,0,9,24.07,13.8,45,41.24,37,1
1,2,2,1,8,0,291,0,8,0.01,25.5,46,42.24,38,1
2,3,3,1.46048,9,4,239.67,0,7,1.66,9.67,764,540.06,747,-1
2,4,4,1.9072,13,5,295.75,0,7,37.07,12.5,767,543.03,752,-1
2,5,13,2.7331,334,52,152.08,0,5,9.82,6.08,914,674.35,920,1
1,1,1,0,10,4,113,0,5,6.78,26,915,675.16,466,-1
2,9,17,3.0866,171,65,70,0,7,102.84,3.12,917,677.01,483,1
1,1,1,0,4,2,166,0,3,24.86,14,48,44.1,40,-1
1,2,5,1.96597,73,14,69.4,0,5,172.66,11.2,921,679.76,458,-1
1,2,2,0.639457,22,15,213.5,1,2,1.78,6,768,541.82,496,1
1,6,8,2.37065,390,6,255.88,0,8,30.02,13.5,923,679.96,460,-1
1,3,3,1.08631,11,6,365.67,0,8,20.24,27.67,769,541.58,12,-1
1,10,45,3.56078,1554,172,21.11,0,4,6.94,0.49,1184,526.65,495,-1
1,3,4,1.56545,85,17,164.25,0,5,0.74,7,928,683.63,464,-1
2,2,2,1,0,30,131.5,0,5,114.85,5.5,69,50.24,43,-1
2,2,2,0.918296,3,3,150.5,1,4,7.52,3,772,542.54,757,-1
1,1,1,0,11,11,80,0,1,0.9,9,1191,532.32,502,-1
1,1,1,0,5,0,466,0,4,0.1,17,1192,533.32,503,-1
1,2,4,1.32562,111,5,46.5,0,2,1.43,3.75,1193,534.3,504,-1
1,2,2,0.684038,7,15,110,0,2,0.04,5.5,1197,538.25,507,-1
1,1,1,0,17,0,30,0,1,5.05,1,773,543.01,33,-1
1,6,8,2.11731,209,68,71.5,0,2,1.05,2.13,1198,539.19,508,1
1,2,2,0.918296,93,0,0,0,0,0,0,775,544.99,500,-1
1,4,6,1.89966,118,31,57.67,0,2,0.69,3,1201,542.18,511,-1
1,6,14,3.2308,114,60,66.79,0,4,0.6,1.93,1202,543.17,512,-1
1,2,4,1.64299,81,2,186.5,0,7,10.03,12.25,236,195.27,93,-1
1,3,5,1.76515,82,3,172.6,0,7,62.92,9,238,197.26,95,-1
1,3,4,1.48984,77,14,72,0,7,38.89,6.5,935,686.94,470,-1
2,3,4,1.68876,26,0,77,0,3,5.8,3.25,1207,547.64,1122,-1
1,3,3,1.27178,16,16,177.33,1,4,0.55,7.67,1208,548.64,517,-1
2,7,18,3.84804,648,41,56.11,1,8,64.07,7.11,938,689.45,949,-1
1,5,5,1.55164,103,0,20.4,0,1,0.37,2.4,1210,550.48,519,-1
1,3,4,1.33049,99,14,132.5,0,4,1.69,6,1211,551.42,520,-1
2,5,11,2.81139,181,59,79,0,3,0.56,2.73,1212,552.39,1128,-1
1,4,4,1.60463,222,0,25,0,10,0.53,16,1215,554.82,524,-1
1,2,2,0.996566,174,0,0,0,0,0,0,1216,555.67,525,-1
4,13,16,2.7733,1091,10,206.25,0,10,14.13,22.19,942,691.78,1017,1
1,1,1,0,4,2,72,0,1,0.02,1,948,695.07,485,-1
1,3,3,1.29879,8,8,327.33,0,8,0.92,18.67,779,544.07,260,-1
1,4,4,1.51264,54,9,97.75,0,5,111.35,3.5,780,545.07,261,-1
1,1,1,0,3,1,81,0,1,2.89,1,1218,555.6,527,-1
1,2,2,1,4,4,380.5,0,8,2.34,40,71,51.62,0,-1
2,3,3,1.50997,16,5,98.33,0,6,26.95,12.67,1219,556.59,1136,-1
1,2,2,0.503258,17,1,86,0,3,1,12,1220,557.59,529,-1
2,3,3,1.40411,15,10,148,0,6,0.01,13,1227,564.39,1148,-1
1,1,1,0,1,1,52,0,2,15.89,4,1229,566.36,64,-1
1,1,1,0,1,1,69,0,1,15.89,2,241,198.03,25,-1
2,2,2,0.940286,266,0,0,0,0,0,0,785,549.07,538,-1
2,2,2,0.940286,266,0,0,0,0,0,0,787,551.03,541,-1
1,12,21,3.6713,761,296,94.81,0,10,35.08,6.57,51,45.97,43,1
1,1,1,0,1,1,30,0,1,0.69,2,53,47.88,45,-1
1,6,8,2.3942,565,0,5.25,0,6,14.53,1.5,242,198.5,26,-1
1,2,2,0.811278,7,1,77,0,2,0.74,1.5,54,48.88,46,-1
1,1,1,0,11,8,405,1,5,26.59,41,793,555.74,510,-1
1,1,2,0.870864,36,12,150,1,2,94.1,5.5,795,557.65,512,-1
1,2,3,1.48419,47,20,237.33,1,5,80.94,13.33,796,558.65,513,-1
3,6,8,2.33788,30,36,173.75,0,9,21.3,16.38,953,696.1,1020,-1
1,1,1,0,1,1,186,0,4,13.92,7,1231,566.94,614,-1
2,9,23,3.89109,114,124,127.78,0,8,41.24,4.87,956,698.71,972,1
1,6,8,2.51588,35,39,279.13,0,9,0.74,26.75,957,698.79,483,-1
1,6,17,3.12432,129,4,19.12,0,4,1.73,1.24,1235,570.19,539,-1
2,5,5,2.23836,49,12,307.2,0,9,3.87,28.6,1237,572.16,1159,1
1,2,3,1.0958,36,8,48.33,0,5,33.48,6,959,700.47,492,-1
1,1,1,0,2,0,24,0,1,0.07,3,1243,578.13,546,-1
1,3,10,2.73152,52,75,99.6,0,2,83.59,0.4,960,701.45,493,-1
1,1,3,1.43552,5,4,134.67,0,4,143.1,5.67,961,702.44,494,-1
1,1,2,0.512709,33,2,60,0,1,7.07,1,962,703.44,495,-1
1,10,21,3.76365,1390,100,30.43,0,2,7.57,0.14,797,558.33,514,1
2,7,9,2.33175,68,38,99.22,0,5,131.86,2.67,963,704.39,980,-1
1,2,5,1.71832,266,7,34.4,0,1,0.01,0.2,798,559.28,515,-1
1,4,9,2.60388,102,144,100,0,4,78.47,1.67,964,705.26,497,-1
1,1,1,0,1,1,199,0,4,0.01,7,965,706.24,498,-1
1,4,5,1.40352,105,13,227.4,1,7,24.09,12.2,971,711.09,486,1
1,2,6,2.19895,39,41,67,0,3,174.19,2.17,973,712.95,504,-1
1,2,7,1.89533,151,24,206.29,0,6,57.07,10.14,1244,578.28,547,-1
1,2,7,2.09502,242,103,365.57,0,6,9.63,12.86,976,715.89,507,1
1,1,2,0.721928,2,3,147,0,5,104.12,12,977,716.76,508,-1
1,2,5,1.718,39,16,55.2,0,2,52.36,2.6,979,718.7,510,-1
1,2,4,1.21152,34,5,56.5,0,3,67.21,2.25,981,720.69,512,1
1,1,2,0.512709,33,2,68.5,0,4,7.67,6,982,721.66,513,1
1,2,3,0.982952,52,10,61.33,1,5,177.87,3.67,986,724.39,488,-1
1,2,2,0.242292,50,0,85.5,0,6,0.02,5.5,988,726.18,516,-1
1,5,12,3.43646,66,76,82.33,0,3,5.38,2.83,802,559.24,517,-1
1,5,8,2.76692,39,40,152,0,8,110.22,7.5,998,733.6,497,1
1,2,2,0.935711,29,25,113.5,0,4,1,6,1005,739.09,502,1
2,7,8,2.408,20,97,87.13,0,6,111.23,7.13,1006,740.08,1027,-1
1,2,4,1.68688,123,1,24,0,1,25.82,0.5,805,560.94,520,-1
1,2,3,1.17751,119,1,81.67,0,2,0.89,4.33,1007,741,504,-1
1,2,3,1.22105,85,0,14,0,1,18.05,0.33,807,562.87,522,-1
1,1,1,0,1,1,479,1,6,103.15,48,809,564.76,524,-1
1,2,2,1,2,0,147,0,5,87.36,18,812,567.6,527,-1
3,20,39,3.66552,1072,186,200.77,0,9,42.37,9.49,1008,741.54,1040,1
1,4,5,2.16688,132,36,95.2,1,6,20.82,6.8,57,51,49,1
2,8,9,2.44341,22,55,251.33,1,9,18.55,24.44,1009,741.54,1032,1
1,1,1,0,7,2,254,0,5,8.74,26,1010,742.42,507,-1
1,1,1,0,1,1,259,0,5,0.01,27,1011,743.4,508,-1
1,4,5,1.93722,153,22,141.6,1,8,2.75,14.6,1012,744.4,509,-1
2,3,3,1.45915,6,6,58.33,0,3,25.4,3.67,817,570.83,103,-1
1,2,3,1.06916,130,1,188.67,0,5,16.29,14,1019,750.06,529,-1
1,1,1,0,1,1,97,0,1,0.02,1,1020,751.03,530,-1
2,6,12,2.95624,50,43,197,0,6,62.09,7.08,1022,752.87,1046,-1
1,2,2,0.822404,19,16,239,0,5,0,22.5,1023,753.86,532,-1
2,6,11,2.20866,279,748,121.45,0,6,1.72,3.55,1024,754.7,1049,-1
1,1,2,0.918296,3,3,19,0,2,34.84,2.5,1026,755.57,535,-1
3,6,39,4.47517,95,90,102.21,0,8,11.32,3.46,1033,760.7,1083,1
1,3,3,1.18182,27,8,98,1,6,18.43,8.67,1034,761.68,540,1
2,3,6,2.51928,38,12,228.5,1,6,9.53,6.5,1035,762.64,1065,1
1,2,20,2.9138,137,56,39.85,0,5,0.06,1.6,227,144.01,137,-1
1,1,1,0,0,56,56,0,2,0.01,5,228,145.01,138,-1
1,2,8,2.84787,29,14,232.38,0,10,69.86,13.13,229,146.01,110,1
2,9,39,4.23978,292,188,136.62,1,8,6.46,5.54,1038,763.97,1070,1
1,1,1,0,3,3,139,1,3,0.04,20,1040,765.9,528,-1
1,3,4,1.43859,126,1,302.75,0,7,2.29,19,1042,767.69,529,-1
1,3,4,1.58961,27,9,164.5,0,5,36.04,7.25,1043,768.66,530,-1
1,3,4,1.74505,22,3,167.25,1,8,0.81,22.25,1046,771.55,531,1
1,8,8,2.70979,39,22,78.88,0,7,69.71,2.38,0,0,0,-1
2,7,12,2.75462,403,23,253.33,0,10,21.12,20.25,1049,773.39,1083,1
2,2,2,0.863121,5,2,1101.5,0,9,3.31,143.5,247,197.86,26,-1
1,1,1,0,1,1,232,0,8,0.81,35,248,198.85,124,-1
1,1,2,0.291818,11,28,180,1,2,0.05,12,1052,776.21,537,-1
1,1,1,0,3,1,240,1,2,0.01,23,1053,777.19,538,-1
2,3,3,1.33827,9,6,235.67,1,2,0.19,10.33,1054,778.12,1090,1
1,1,1,0,128,0,0,0,0,0,0,1056,778.99,540,-1
2,3,5,2.16727,37,78,148,0,8,1.35,24.2,1058,780.91,1095,-1
1,2,8,1.99854,126,79,146.88,1,5,92.01,8,1059,781.7,554,1
1,2,8,2.00039,125,79,146.25,1,5,88.32,6.75,1060,782.69,555,-1
1,1,1,0,38,0,0,0,0,0,0,824,571.64,536,-1
1,1,1,0,1,1,65,0,3,1.9,4,1062,783.27,544,-1
1,3,9,2.3006,186,128,120.89,1,5,149.8,4,1064,785.22,558,1
1,1,2,0.276195,13,8,254.5,0,2,2.42,15.5,829,575.69,274,1
1,1,1,0,1,3,263,0,2,0.03,28,831,577.66,276,-1
1,2,5,1.66107,158,15,236.6,0,2,0.84,9.8,1065,786.03,545,1
1,6,8,2.73695,15,14,192.5,0,10,15.93,19,1067,787.78,547,-1
1,3,3,0.549098,93,5,69.67,0,3,139.13,4,1068,788.76,559,-1
1,1,1,0,9,6,88,0,1,0,1,1069,789.76,560,-1
1,1,1,0,8,0,423,0,1,6.72,2,832,577.94,277,-1
1,1,1,0,1,1,93,0,3,0.1,5,840,585.75,284,-1
