@relation camel-0-train4

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data
1,2,3,1.27591,138,5,167,0,7,16.51,13.67,4174,1944.48,2198,-1
2,3,3,1.04009,152,1,281.33,0,8,7.15,47.67,4175,1945.43,2390,1
1,2,3,0.606282,86,5,197.33,1,3,16.79,3,4176,1946.29,2168,-1
1,1,1,0,1,2,1674,0,13,0.91,349,575,248.25,63,-1
2,8,30,4.85142,220,74,107.53,1,8,144.41,4.53,4177,1946.98,2392,-1
2,10,15,2.92397,237,14,186.47,0,9,32.32,14.47,4178,1947.72,4370,1
1,2,2,0.859532,93,13,499.5,1,8,0.82,49.5,4179,1946.45,2170,-1
2,5,11,3.19215,609,29,328,0,13,14.02,27.45,4183,1947.67,4376,1
1,2,3,1.07307,36,12,114,0,3,390.67,6.33,0,0,0,-1
1,6,8,2.46513,625,0,15.75,0,9,1.5,11.88,2383,993.37,198,-1
1,2,2,0.998364,11,10,167,0,4,0.44,10.5,2,2,2,-1
2,6,9,2.88866,364,8,439.33,0,13,12.64,48,4188,1946.45,4381,-1
1,2,2,0.811278,4,4,290.5,1,3,48.42,8,81,64.35,57,-1
2,5,5,2.2634,232,21,108.2,0,4,1.19,8,4189,1944.94,4383,1
1,1,1,0,6,3,90,0,2,1.74,2,4191,1946.78,143,-1
1,1,1,0,1,1,121,0,8,26.57,70,4192,1947.75,2209,-1
1,3,3,1.55666,5,2,149.67,0,8,35.42,13.33,4198,1950.15,2179,-1
1,2,2,0.189278,42,27,121.5,0,5,37.06,6,4200,1951.85,2214,-1
1,3,5,2.10577,163,5,19.6,0,4,181.39,1,2390,995.24,1497,-1
1,1,1,0,1,2,78,0,4,1.88,15,2392,997.03,1499,-1
1,23,35,5.00114,23,326,110.46,0,10,298.82,5.51,4203,1952.86,144,-1
1,1,1,0,3,2,494,0,2,456.3,2,4207,1954.27,2219,-1
1,1,1,0,3,3,161,1,3,19.66,8,4208,1955.27,2220,-1
1,2,2,0.822689,307,0,0,0,0,0,0,4210,1957.09,2222,1
1,1,1,0,2,2,898,0,7,30.32,115,4212,1957,2224,-1
1,1,1,0,1,0,7,0,2,77.42,3,4216,1960.04,87,-1
1,2,10,3.2353,19,33,74.8,0,4,66.02,2.3,1,1,1,-1
1,1,1,0,1,1,1684,0,14,9.95,357,2393,994.31,126,-1
1,2,2,0.99403,53,2,242,0,7,41.3,34.5,2394,994.28,1500,-1
1,1,1,0,1,1,802,0,11,1.89,88,2396,996.07,567,-1
1,2,3,1.5656,17,13,327,0,10,120.39,23.33,581,250.01,353,-1
2,3,2,0,1,1,291,0,9,34.2,79,2398,996.41,2070,-1
1,1,1,0,1,1,343,0,3,78.59,4,4223,1958.56,0,-1
1,1,2,1,2,2,281.5,0,9,62.1,25.5,586,254.75,354,-1
2,5,11,3.1815,45,34,131.73,0,4,94.53,1.73,4226,1959.43,2427,-1
1,1,1,0,25,0,84,0,3,0.19,6,4227,1959.9,2189,-1
1,1,1,0,2,2,93,0,7,0.11,50,4229,1961.59,2191,-1
1,1,1,0,2,1,296,0,8,25.29,53,2399,995.38,1503,-1
1,1,1,0,3,3,141,0,1,65.7,3,4232,1956.27,2232,-1
2,11,52,4.83647,5494,4,21,0,9,1.19,4.88,2400,992.54,2073,1
1,7,12,3.18451,757,76,127.42,0,12,16.42,11.25,2401,993.54,1505,1
1,2,8,2.40331,49,94,437.5,0,10,0.2,15.88,4238,1960.12,2195,-1
1,5,10,2.20773,221,117,89.6,0,8,221.52,10.9,4241,1962.82,2239,-1
1,1,1,0,18,2,86,0,1,2.89,1,2403,991.81,1506,-1
1,5,7,2.48878,51,9,91.29,0,7,334.37,15.71,2404,991.43,164,-1
1,2,4,1.51039,11,12,73,0,2,106.76,1.75,2406,993.33,165,-1
1,2,2,0.650022,0,6,144.5,0,4,156.32,14.5,2407,994.3,199,-1
1,3,8,2.6866,237,17,45.75,0,6,25.06,4.63,4248,1957.87,2245,-1
1,1,1,0,1,4,85,0,1,406.44,3,2408,994.82,1508,-1
1,2,3,0.877065,75,6,109,0,7,30.92,18.33,4250,1959.51,2197,-1
2,5,5,1.56372,15,18,697.4,0,11,9.74,68.2,590,255.47,622,1
2,3,3,1.29574,7,6,101.67,0,6,105.69,14.67,591,256.46,624,-1
1,2,3,0.530419,151,6,107.67,1,7,30.99,19.33,4251,1960.18,2198,1
1,1,1,0,1,1,1696,0,14,0.03,361,4253,1962.1,157,-1
1,5,9,2.75301,895,87,34.22,0,9,3.17,13.56,10,7.69,8,1
1,2,5,0.975761,86,10,60.8,1,2,52.49,0.6,12,9.69,10,-1
1,2,3,1.52193,4,6,56.33,0,1,517.36,1.33,4254,1961.39,2248,-1
1,1,1,0,1,1,155,0,5,5.04,45,4255,1962.37,2249,-1
1,1,2,1,8,4,104,0,1,72.1,1,87,67.7,63,-1
1,1,1,0,1,1,1696,0,14,0.85,363,4261,1965.51,159,-1
1,2,3,0.521639,43,2,472,0,4,27.42,35.33,4262,1966.39,2200,-1
1,1,8,2.91398,0,11,66.88,0,5,258.69,2.63,4264,1968.18,2254,-1
1,11,14,2.64115,680,32,222.79,0,9,30.46,19.57,4266,1967.12,2201,1
2,4,5,2.12766,185,0,139.6,0,7,13.62,14.8,4269,1969.68,4459,-1
1,1,1,0,77,0,0,0,0,0,0,4270,1969.14,2257,-1
1,6,9,2.47533,87,98,124.56,0,8,122.85,8.44,2409,990.68,1509,-1
1,2,3,1.45915,7,5,419.33,0,10,134.82,83.33,2410,990.73,128,-1
2,3,3,1.52193,3,2,342.67,0,10,4.67,87,2411,991.65,1639,-1
1,5,8,1.49451,110,13,118.88,1,6,68.17,10.38,4276,1971.66,2206,-1
1,1,1,0,1,1,1696,0,14,3.64,364,2413,992.77,127,-1
1,3,9,3.00595,650,0,46,0,9,2,10.56,2416,995.37,167,-1
1,3,3,0.690695,3,26,49.33,0,5,406.26,4.33,2417,996.37,1512,-1
1,1,1,0,5,6,68,0,1,77.58,3,4279,1969.3,2208,-1
1,3,4,1.65233,25,42,58.25,0,7,276.4,16.5,4283,1970.28,2261,-1
1,1,1,0,0,6,125,0,6,50.39,63,4285,1972.28,2263,-1
1,1,1,0,1,0,81,0,1,25.86,2,4294,1981.09,2272,-1
2,4,9,2.63565,28,26,104.44,0,4,112.65,2.78,4296,1982.73,4486,-1
3,15,31,4.14135,350,252,143.94,0,16,112.55,18.68,4298,1984.36,2633,-1
1,1,1,0,6,1,69,0,1,78.92,3,4300,1986.25,2277,-1
1,2,2,0.63431,10,15,68,1,4,185.36,7,4302,1986.29,2279,-1
1,1,1,0,5,1,149,0,3,1.24,7,4303,1984.08,2215,-1
1,1,1,0,0,2,33,0,1,594.25,3,4305,1986.07,2280,-1
1,1,1,0,1,1,262,0,9,0.09,179,2418,990.89,131,-1
1,2,6,2.02165,594,46,106.17,0,2,66.09,1.33,4310,1988.24,2219,-1
1,2,2,0.105001,47,98,325.5,0,2,0.07,2,4311,1989.04,2220,-1
2,2,2,0.291818,22,17,516,0,8,20.58,32,2419,991.62,2083,1
1,3,3,1.32176,360,0,117.33,0,7,4.16,34.33,4315,1990.02,200,-1
1,3,5,2.04224,462,73,64.2,0,1,0.11,0.2,89,68.08,7,-1
1,2,3,0.307613,6,217,186,0,2,0.02,0.67,90,69.07,8,-1
1,2,5,1.59782,0,117,74.6,0,5,453.08,5,4318,1991.05,2287,-1
1,2,3,1.19089,27,19,404,0,5,1.9,11.67,4320,1992.98,2289,-1
1,3,4,1.14255,198,17,245.25,0,2,13.77,1,4324,1996.79,2293,-1
2,3,3,1.58496,3,3,661.33,0,14,31.64,134.33,4330,1994.08,363,-1
1,3,4,1.48853,22,4,129.75,0,6,88.71,4.25,91,69.51,65,-1
1,4,7,2.51666,110,30,102.71,0,2,73.36,1,92,70.5,66,1
1,1,1,0,52,0,0,0,0,0,0,4331,1991.69,2298,-1
1,2,4,1.27643,96,17,470.5,0,2,21.86,0.5,2421,985.43,571,-1
1,1,1,0,1,0,656,0,9,13,142,4334,1992.1,73,-1
1,1,1,0,1,1,444,1,7,28.25,68,4335,1993.01,2300,-1
2,12,31,3.9872,109,177,157.74,0,10,110.44,8.84,597,255.72,630,1
1,1,1,0,0,23,435,0,2,0.3,25,599,257.61,270,-1
1,1,1,0,4,0,525,0,9,10.45,162,600,258.56,364,-1
1,1,1,0,17,0,172,0,3,6.12,10,4337,1992.06,2301,-1
1,1,1,0,1,0,391,0,7,6.82,104,4339,1994.05,202,-1
1,6,19,3.73464,269,212,468.37,1,14,35.57,29,4340,1995.04,2227,-1
1,1,1,0,0,8,3019,1,13,0,279,4341,1996.03,2228,-1
1,1,2,0.884964,23,10,370.5,0,4,3.11,16,4342,1996.81,2303,-1
1,1,1,0,2,2,1693,0,14,1.89,370,4343,1995.48,164,-1
1,1,1,0,3,3,263,0,9,1.96,181,2426,987.54,132,-1
1,2,2,0.650022,3,3,463,0,10,0.04,130,2428,989.49,134,-1
1,3,3,1.11141,215,1,34.67,0,2,20.84,3,4348,1999.84,2307,1
1,3,5,2.08975,31,27,160.4,0,2,258.22,7,2430,991.21,1518,-1
1,1,5,2.25163,1,5,78.4,0,2,156.71,0.8,2432,992.42,1520,-1
1,2,3,1.56128,5,3,47.67,0,2,372.19,1.33,4352,1997.65,203,-1
2,3,3,0.734993,78,4,38.67,0,5,62.29,5.33,0,0,0,-1
1,1,1,0,2,2,1693,0,14,2.85,374,4354,1997.85,166,-1
1,3,5,1.55578,134,7,333.2,0,7,152.67,26.2,2437,992.09,1524,-1
1,1,1,0,4,8,392,0,7,6.9,105,2438,991.91,168,-1
1,3,3,1.44858,21,1,146,1,7,215.82,12.67,1,0.99,1,1
1,2,2,0.940286,11,3,193,1,8,0.66,19,2,1.99,2,1
2,11,25,4.04631,143,515,95.48,0,12,81.14,10.68,4355,1984.14,4544,-1
1,1,2,0.896038,11,5,102.5,0,7,92.34,19.5,4356,1984.55,2236,1
1,1,1,0,3,3,270,0,9,8.13,185,4357,1985.5,76,-1
2,3,3,1.41713,13,11,209.67,0,8,22.76,28.33,4362,1988.19,4551,1
3,11,30,4.2122,3665,3,88.53,0,16,4.13,19.07,4363,1988.83,2549,1
1,1,1,0,2,2,1700,0,14,0.11,379,4364,1989.51,169,-1
1,1,1,0,1,1,898,0,7,41.25,116,4365,1990.49,2314,-1
3,13,52,4.75186,1517,274,119.63,0,7,25.01,1.4,4368,1993.18,4761,1
1,2,2,0.824658,113,3,337,0,7,85.93,16.5,4369,1992.1,2317,-1
1,2,4,1.47198,313,5,518.5,0,8,14.01,33.75,4371,1993.78,2318,-1
1,3,3,1.29936,84,0,200,0,7,11.49,36,4372,1994.53,2319,-1
1,2,4,0.752933,135,7,300.75,0,8,27.52,20.5,2446,993.43,1529,1
1,2,2,0.375051,58,11,366,0,9,36.73,36,4374,1994.16,2241,-1
1,1,1,0,1,1,52,0,1,0.01,1,4378,1997.21,2323,-1
1,1,1,0,1,1,121,0,8,52.18,72,604,257.76,367,-1
1,1,1,0,14,2,57,0,1,201.49,3,606,259.76,369,-1
1,4,4,1.93442,18,15,32.75,0,7,205.17,8,607,260.76,370,-1
1,2,2,0.970951,3,2,263,1,7,339.42,37,610,263.74,373,-1
1,1,1,0,1,1,110,0,2,118.65,3,611,264.74,374,-1
2,4,9,1.59222,55,44,388.78,0,10,40.97,38.67,4379,1996.17,2451,-1
2,3,3,1.56181,244,12,92.33,0,3,69.08,8.33,4382,1996.41,4570,-1
3,33,64,4.39404,1688,39,86.77,0,15,158.73,9.84,2449,993.58,1694,1
1,1,1,0,38,2,120,1,4,103.97,11,615,268.04,274,-1
1,2,2,0.811278,5,3,214,0,3,0.74,13,2451,994.93,573,-1
1,1,1,0,1,0,140,0,14,4.89,178,18,14.13,14,-1
2,2,2,0.721928,4,1,340.5,0,10,0.73,77,2454,997.61,1671,-1
1,2,7,2.41938,18,18,53.43,0,3,140.13,1.86,20,16.12,2,-1
1,14,55,5.63864,155,128,138.75,0,11,0.08,4.84,2455,998.35,1534,-1
1,1,1,0,1,1,133,0,3,258.11,5,616,268.71,100,-1
1,1,3,1.55666,11,10,72,0,4,0.07,4,2457,1000.32,171,-1
1,1,1,0,1,1,1705,0,14,1.56,381,2459,1001.57,133,-1
1,1,1,0,15,3,72,0,1,0.04,1,4387,1995.03,2329,-1
1,1,1,0,1,0,195,0,2,0.87,4,4388,1995.72,2330,-1
2,3,3,1.15091,118,0,228,0,10,0.46,50.67,4389,1996.54,289,-1
2,2,3,1.54663,50,4,63,0,1,0.18,0.67,4390,1997.41,2542,-1
1,2,2,0.954434,38,10,322.5,0,2,33.45,11.5,4394,1999.68,2332,-1
1,3,3,1.58496,0,3,89,0,1,0.25,1,4395,2000.68,215,-1
1,1,1,0,1,1,201,0,1,482.18,2,4396,2001.1,2333,-1
1,2,2,0.987693,14,9,123,0,4,50.04,10,4398,2002.86,2250,-1
1,2,2,0.980597,65,45,205.5,0,5,52.61,32,4401,2003.55,147,-1
2,3,12,3.49626,645,0,0,1,0,0,0,4405,2004.75,4594,-1
1,2,2,0.954434,88,0,0,1,0,0,0,4406,2005.74,2340,-1
1,2,2,0.563856,68,0,1515.5,0,13,1.05,140.5,4410,2008.85,2257,-1
1,1,1,0,15,0,241,0,1,109.62,4,24,19.89,18,-1
1,1,2,0.94566,15,7,82,0,2,8.8,1,27,22.88,21,-1
1,1,1,0,1,1,18,0,1,1.03,1,10,9.5,9,-1
1,1,1,0,1,1,312,0,8,0,147,622,272.57,277,-1
2,2,2,1,1,1,559,0,12,1.19,125,28,23.84,5,-1
1,1,1,0,0,1,699,0,11,0.07,156,2462,997.58,139,-1
1,2,2,0.6987,49,4,261,0,8,66.25,23.5,624,274.13,279,-1
1,3,3,1.29723,1,26,371.33,0,5,20.96,9.33,625,275.05,381,-1
1,1,1,0,1,1,143,0,15,0.45,182,627,277.04,383,-1
1,1,1,0,11,0,67,0,2,104.78,6,2463,997.55,1538,-1
1,1,1,0,17,24,165,0,4,0.58,8,4417,2007.79,2261,-1
2,2,2,0.918296,2,1,1185.5,0,16,1.55,249,30,25.78,1,-1
1,5,8,1.49451,110,13,119.13,1,5,106.06,10.25,630,279.76,281,-1
1,1,1,0,1,16,3012,0,13,0.32,271,631,280.72,282,-1
1,1,2,1,2,2,86,0,3,2.3,1.5,633,282.65,386,-1
2,10,21,3.64556,394,174,279.52,0,13,77.38,18.71,4418,2006.58,4608,1
1,1,1,0,2,2,100,0,1,0.09,2,4419,2007.31,2263,-1
1,2,3,0.879022,195,16,311,1,7,265.98,28,4421,2009.22,2265,-1
2,3,3,1.32975,36,0,201.33,0,10,40.23,20.67,2464,997.23,2114,-1
2,4,6,2.36699,188,0,172.83,0,4,0.1,6.17,4424,2011.7,4616,-1
1,1,3,1.58496,12,6,77.33,0,2,85.04,1.33,11,10.42,10,-1
2,5,7,1.43718,112,68,595.29,1,13,25.27,51.86,634,283.19,670,-1
1,4,6,1.29845,109,65,654.83,1,13,37.6,54.17,635,284.17,284,-1
1,3,3,1.2694,121,0,22.67,1,5,17.18,2.33,4428,2012.74,2349,-1
1,2,2,0.995102,85,0,0,0,0,0,0,4429,2013.68,2350,-1
2,8,14,3.33873,333,7,253.14,0,10,58.32,9.93,4431,2015.36,4623,1
1,2,2,0.69129,24,3,83.5,0,3,52.85,1.5,3,2.61,3,-1
1,1,27,4.23821,189,183,79.63,0,4,84.31,0.93,4436,2017.99,2355,-1
1,1,2,1,2,2,143,0,7,0,19,4439,2018.09,2275,-1
1,1,1,0,3,16,97,0,1,1.17,1,4,3.59,4,-1
1,1,1,0,1,1,1721,0,15,3.48,390,2467,995.5,134,-1
1,2,10,3.18747,66,10,65.4,0,3,99.48,0.5,34,29.43,23,-1
1,2,17,3.8582,63,62,93.71,0,7,85.28,3.41,36,31.36,25,-1
1,2,2,0.918296,0,3,141.5,0,7,5.73,7.5,37,32.36,26,-1
1,5,11,2.24782,374,744,227.27,0,10,46.02,11.55,38,33.34,27,-1
2,3,3,1.50161,178,0,0,0,0,0,0,4445,2017.84,4639,-1
1,1,1,0,1,1,73,0,1,3.68,2,2468,993.86,1542,-1
2,11,15,3.10925,229,23,93.6,0,8,93.36,7.13,4449,2019.17,4644,-1
1,1,1,0,5,2,38,0,7,0.06,23,4451,2020.98,2285,-1
1,3,4,2,5,3,133.75,0,9,35.33,15.75,4452,2021.91,2286,-1
1,6,13,3.36804,10,11,177.54,0,11,107.39,11.38,40,35.26,29,-1
1,1,2,0.721928,7,8,214.5,0,9,6.41,44,41,36.25,30,-1
1,4,4,1.20553,123,2,61.75,0,2,79.16,4.25,14,13.17,13,-1
1,1,1,0,1,0,118,0,3,0.02,18,15,14.17,14,-1
1,1,1,0,1,1,1721,0,15,4.28,391,4454,2018.68,174,-1
1,1,1,0,4,0,98,0,3,92.48,31,4455,2019.4,2362,-1
1,1,1,0,8,0,3087,0,13,7.45,286,4456,2020.26,2288,-1
3,15,15,3.40122,26,62,287.07,0,11,97.84,13.13,96,69.47,86,-1
1,1,1,0,1,4,698,0,11,0,158,2474,994.77,141,-1
1,1,1,0,0,3,90,0,1,3.8,1,42,36.92,31,-1
1,3,3,1.10576,121,2,41.67,0,2,2.92,1,2475,995.36,1546,-1
1,2,2,0.918296,1,2,97,0,1,5.57,1,4461,2019.37,2292,-1
1,2,4,1.60947,25,10,512,0,10,7.82,36.5,4462,2019.87,2365,-1
1,1,1,0,3,1,1057,0,8,11.25,102,4463,2020.83,2293,1
1,1,2,0.249882,83,13,531,0,7,15.93,37.5,4464,2021.83,2294,1
1,1,2,0.708836,11,20,86,0,3,25.05,2,97,70.17,71,1
1,2,2,0.6987,49,4,257,0,8,119.84,23,639,283.82,285,-1
1,3,5,1.07512,576,131,109,0,2,178.84,1.2,640,284.79,391,-1
2,3,3,0.99176,15,5,850,0,16,9.51,172.67,4465,2021.06,246,-1
2,3,4,1.74193,92,25,62.75,0,1,33.36,1,4468,2023.79,4663,-1
1,2,3,1.42947,11,4,316,0,8,6.45,14.33,2478,996.96,1549,-1
1,1,1,0,1,1,127,0,4,19.63,12,2479,997.26,1550,-1
1,2,2,0.918296,2,1,56.5,0,8,1.19,10,2483,1000.72,1553,-1
1,1,1,0,1,1,103,0,1,16.07,1,17,15.98,16,-1
1,8,18,2.55983,340,153,145.56,0,11,14.89,8.61,14,10.51,12,1
1,1,1,0,17,0,157,0,3,13.36,4,4471,2020.33,2368,-1
1,2,3,1.42924,7,170,281,0,11,408.78,66.33,2490,1005.39,33,-1
1,1,1,0,0,1,57,0,3,0.54,4,642,285.14,98,-1
1,2,3,1.44623,289,63,88,0,3,5.46,5,98,70.35,72,1
1,2,2,0.494183,67,7,144,0,1,0.01,0.5,99,71.35,73,1
1,6,8,2.47258,571,0,15.88,0,9,9.62,12,4481,2019.48,148,-1
1,1,1,0,68,6,345,1,6,17.2,44,4485,2023.1,2372,-1
1,1,1,0,0,1,457,1,5,110.07,48,4486,2024.09,2373,-1
1,2,3,1.02242,11,6,165,0,7,0.04,21.67,4494,2028.94,2314,-1
1,2,6,1.78688,170,0,123,0,5,39.11,5.83,4495,2029.73,2315,-1
2,4,4,1.02916,297,40,486.25,0,9,341.37,31.75,4496,2028.54,4694,1
1,2,2,0.969431,58,20,1003.5,0,9,0.06,57,4497,2029.37,2317,1
1,3,4,1.82613,155,9,344.5,0,6,218.59,9.5,4498,2030.22,2318,-1
1,1,2,0.782444,26,17,139.5,0,5,131.22,7,4499,2031.08,2379,-1
1,9,67,5.07619,942,435,76.49,0,11,158.54,4.18,0,0,0,-1
1,1,1,0,13,4,73,0,1,19.33,1,4500,2031.89,2319,-1
1,1,2,0.418684,1,58,74,0,2,131.86,3,4502,2033.75,2321,-1
2,2,2,0.448864,11,21,280.5,0,4,8.72,6.5,644,284.99,681,-1
1,1,1,0,1,1,943,0,11,19.7,406,646,286.91,124,-1
1,1,1,0,8,2,407,1,6,3.67,45,2499,1005.57,1560,-1
1,1,1,0,7,11,144,1,8,0.09,42,71,31.52,4,-1
1,1,1,0,13,3,240,0,2,470.63,13,72,32.51,5,-1
2,2,2,0.863121,2,5,1011.5,0,16,7,254.5,2501,1003.63,281,-1
2,3,6,1.56128,134,11,286.33,0,9,28.77,37.5,5,4.36,5,1
1,2,4,1.40798,18,3,236,1,8,203.31,15.25,43,36.63,32,-1
1,1,1,0,0,2,118,0,6,98.73,24,44,37.63,33,-1
1,1,1,0,3,1,809,1,6,0.09,26,86,31.15,53,-1
1,1,1,0,46,34,219,0,5,20.25,21,2502,1002.75,1561,-1
1,3,3,1.29546,12,8,177.33,0,4,4.69,7.33,2503,1003.16,578,-1
1,1,1,0,8,8,98,0,1,2.12,1,4512,2023.14,2327,-1
1,1,1,0,74,0,0,0,0,0,0,4513,2024.12,2328,-1
1,2,2,0.981941,19,0,1212,0,10,5.74,156,4514,2023.34,2329,-1
1,2,4,1.52475,28,18,197,1,11,167.65,22,4515,2024.19,2384,-1
1,1,1,0,1,0,466,0,6,2.8,71,4516,2025.17,2330,-1
0,0,0,0,0,0,0,0,0,0,0,1,0.98,0,-1
2,2,2,0.863121,5,2,1167.5,0,14,64.33,222,3,2.98,1,-1
2,2,2,0.940286,14,0,170.5,0,8,139.96,25.5,4,3.98,1,-1
1,3,3,1.45915,29,1,137,1,7,284.76,12.33,5,4.98,1,-1
2,4,9,2.39021,224,25,57.22,1,2,138.63,1.33,9,8.98,5,-1
1,1,1,0,6,9,277,1,7,140.02,41,13,12.98,4,-1
1,2,3,1.48781,49,8,279,1,5,101.59,11,15,14.98,8,-1
1,1,1,0,4,0,196,0,1,130.31,8,17,16.98,5,-1
1,1,2,0.094084,77,6,400,1,7,130.16,37.5,20,19.98,11,-1
2,5,5,1.91222,138,3,299.4,0,9,132.02,27,22,21.97,20,-1
1,2,4,1.72295,212,1,216.25,1,4,22.69,11.75,23,22.97,8,-1
1,1,1,0,1,1,1673,0,14,0.1,356,24,23.97,1,-1
1,1,2,0.362051,28,1,37,0,6,80.24,8,2506,1003.42,1563,-1
1,1,1,0,1,1,1727,0,15,1.9,401,2507,1004.25,139,-1
1,3,3,1.58496,6,0,213.67,0,10,13.22,36,4519,2025.13,219,-1
1,1,1,0,4,6,413,0,6,7.25,46,2508,1005.18,1564,-1
1,1,1,0,2,2,239,0,7,28.99,59,4521,2026.87,2333,-1
1,1,1,0,1,1,711,0,12,0.75,161,2509,1006.07,145,-1
1,1,4,1.9784,11,26,171.75,0,4,125.72,2.25,4522,2027.62,2387,-1
1,1,1,0,1,2,711,0,12,0.13,162,26,25.92,2,-1
1,3,3,1.56771,45,9,911.67,1,9,136.75,41.33,29,28.9,10,-1
1,3,4,0.537372,164,2,104.75,1,8,105.74,11,30,29.9,15,-1
1,2,3,1.51873,91,0,72.33,0,4,92.12,5.67,31,30.9,16,-1
1,1,3,1.20967,183,7,35.67,0,2,46.99,1.67,32,31.9,17,-1
1,2,3,0.606282,86,5,199.33,1,2,94.04,2.33,36,35.9,13,-1
1,1,4,1.61767,19,12,167,1,6,140.95,13.25,38,37.9,20,-1
1,1,1,0,1,1,379,1,2,136.85,4,45,44.9,26,-1
1,1,1,0,2,2,2333,1,10,134.52,301,47,46.9,15,-1
1,2,6,2.04278,335,41,161.5,1,7,97.97,11,53,52.9,32,-1
2,3,3,1.50161,178,0,0,0,0,0,0,54,53.9,51,-1
1,4,4,1.89106,9,9,899.25,0,12,0.29,51,62,61.86,22,-1
1,1,3,1.58496,12,6,77.33,0,2,91.33,1,63,62.78,39,-1
1,1,1,0,14,15,98,0,2,3.69,2,4532,2032.35,2335,-1
1,1,1,0,1,1,148,0,4,159.72,11,4534,2034.1,3,-1
1,1,1,0,2,2,898,0,7,2.53,119,4537,2034.66,2397,-1
1,2,2,0.986233,35,23,62.5,0,1,351.99,2.5,2510,1003.38,1565,-1
1,2,2,1,2,2,83.5,0,2,458.37,8,4539,2036.03,2337,-1
1,4,5,2.22322,116,12,50.8,0,1,23.08,1,2512,1005.14,211,-1
1,4,4,1.88286,10,6,47,0,3,226.98,2.25,4541,2035.64,149,-1
1,2,6,2.10341,11,12,99,0,3,26.71,0.5,4544,2037.85,2401,-1
1,2,2,0.391244,50,2,85.5,0,3,19.86,7,4,3.56,1,-1
1,4,4,1.59508,86,24,782.25,0,10,57.26,32.75,4547,2038.71,2340,1
1,3,4,1.35528,204,1,284.25,0,9,10.35,22.5,18,16.13,17,-1
1,1,1,0,35,7,664,1,4,33.04,68,4548,2039.66,2403,-1
2,6,7,1.90836,99,15,182.29,0,9,230.91,9.29,4554,2044.75,4745,-1
2,6,7,1.90836,99,15,166.29,0,8,337.94,8.57,64,63.08,63,-1
1,1,1,0,5,0,33,0,1,4.8,1,67,66.07,43,-1
1,3,3,1.18225,63,0,238.33,0,7,2.31,31,2516,1004.45,1568,-1
1,1,1,0,9,9,898,0,7,1.53,122,4562,2047.8,2406,-1
1,1,1,0,2,2,192,0,4,8.88,26,4563,2048.73,220,-1
1,1,1,0,16,0,561,0,1,5.75,5,2517,1005.2,1569,-1
2,2,2,0.543564,9,7,343,1,4,68.91,8,4565,2050.54,4753,-1
1,1,1,0,2,1,811,1,6,10.84,27,2518,1005.94,1570,-1
1,1,1,0,2,1,380,1,11,0.11,64,4567,2051.76,2410,-1
4,35,38,3.75693,758,37,35.55,0,11,496.95,3.79,4568,2050.47,5137,1
1,1,1,0,1,4,99,0,3,2.98,7,2522,1008.53,213,-1
1,1,1,0,84,3,898,0,7,2.04,123,4569,2048.74,2412,-1
1,1,1,0,1,1,30,0,1,7.73,2,4577,2047.76,163,-1
1,1,1,0,54,0,0,0,0,0,0,4579,2049.35,2417,-1
2,2,3,1.58496,6,3,96.33,0,1,51.14,2,4580,2050.11,4768,-1
2,2,2,1,2,2,170,0,5,2.53,20,4582,2049.83,227,-1
1,48,66,5.57837,1495,1623,52.85,0,10,268.37,2.61,4584,2051.66,164,-1
2,5,15,3.52753,464,111,92.73,0,13,31.52,9.53,2526,1005.33,1750,1
1,3,7,2.5057,617,0,0,0,0,0,0,2527,1006.26,180,-1
1,2,3,0.699858,21,23,238.67,0,7,0.02,21,4586,2050.94,2353,-1
1,2,2,0.829607,168,0,0,0,0,0,0,2528,1007.03,181,-1
1,2,2,0.936667,131,22,222.5,1,6,54.98,25.5,4591,2055.44,2355,-1
2,2,2,1,2,2,1011,0,17,2.63,264,2,1.92,3,-1
1,1,1,0,13,7,361,1,7,35.05,54,2529,1004.02,579,-1
1,1,3,1.26393,0,17,74.33,0,3,46.98,2,2530,1004.96,182,-1
1,9,11,2.49401,48,57,76.09,0,5,32.55,5.45,2532,1006.96,184,-1
1,2,4,1.69019,174,49,420.25,0,9,0.09,30.75,4599,2053.52,2361,-1
1,3,3,1.39512,34,0,527,0,8,4.55,21,4602,2055.13,2363,-1
1,1,1,0,22,4,124,1,1,158.55,4,4604,2057.11,2364,-1
3,3,3,1.19818,6,7,713.67,0,17,3.52,184.33,106,73.95,92,-1
1,1,1,0,148,0,0,0,0,0,0,4608,2060.24,2367,-1
1,2,2,0.970951,3,2,90,0,2,2.72,2,4610,2061.97,226,-1
2,12,20,3.84043,39,28,151.9,0,11,211.13,6.25,76,72.49,74,-1
1,2,7,2.73829,49,9,107.86,0,12,0.02,22.43,78,74.43,49,-1
1,1,1,0,1,0,943,0,11,7.49,417,80,76.34,5,-1
1,5,19,3.96587,95,30,116.21,0,6,124.5,3.11,81,77.32,51,-1
1,1,1,0,1,1,123,0,2,0.06,2,82,78.32,52,-1
